,x,y,w,h,label,z,d,s,q
695,622,252,634,288,car,1,0,0,1
696,735,241,761,295,person,0,0,0,0
697,126,266,202,290,person,0,0,0,0
698,138,248,280,312,car,0,0,1,1
699,30,260,62,270,car,0,0,1,1
700,85,230,299,332,car,0,0,1,0
701,137,218,401,350,car,0,0,1,0
702,236,234,336,330,car,0,0,1,0
703,198,214,480,350,car,0,0,0,0
704,292,228,400,332,car,0,0,0,0
705,161,238,189,250,car,0,0,0,0
706,271,228,491,360,car,1,0,0,0
707,332,258,512,366,car,1,0,0,1
708,386,248,534,354,car,1,0,0,1
709,554,254,698,356,car,1,0,0,0
710,664,112,674,136,car,1,0,0,0
711,601,242,741,342,car,1,0,0,0
712,678,86,688,118,car,1,0,0,0
713,456,246,580,336,car,1,1,0,0
714,125,262,149,276,car,1,1,0,0
715,306,250,436,336,car,1,0,0,1
716,174,258,306,362,car,1,0,0,1
717,230,76,242,102,car,1,0,0,1
718,196,254,366,372,car,0,0,0,1
719,277,41,289,75,car,0,0,0,1
720,424,236,608,370,car,1,0,0,1
721,470,256,554,334,car,1,0,0,1
722,16,246,182,300,car,1,0,0,1
723,240,254,270,270,car,1,0,0,1
724,0,0,0,0,none,1,0,0,1
725,509,235,737,309,car,1,1,0,0
726,654,196,798,310,car,0,0,1,0
727,518,214,820,352,car,0,0,1,0
728,606,245,732,325,car,0,0,1,0
729,258,241,770,377,car,1,0,0,0
730,52,232,582,386,car,1,1,0,0
731,428,46,440,78,car,1,1,0,0
732,-12,246,406,390,car,1,1,0,0
733,-3,267,131,423,car,0,0,0,1
734,340,24,352,58,car,0,0,0,1
735,726,247,738,287,car,0,0,0,1
736,0,0,0,0,none,1,0,0,1
737,0,0,0,0,none,1,0,0,1
738,0,0,0,0,none,1,0,0,1
739,0,0,0,0,none,1,0,0,0
740,0,0,0,0,none,1,0,0,1
741,197,83,207,109,traffic light,1,0,0,0
742,0,0,0,0,none,1,0,0,0
743,388,22,400,52,traffic light,1,0,0,1
744,0,0,0,0,none,1,0,0,0
745,487,258,507,272,car,1,1,0,0
746,521,258,543,278,car,1,0,0,0
747,0,0,0,0,none,1,0,0,0
748,64,261,92,273,car,0,0,1,0
749,0,0,0,0,none,0,1,1,0
750,428,204,484,284,car,0,1,1,0
751,336,196,488,318,car,0,1,0,0
752,244,197,396,341,car,1,0,0,0
753,68,219,276,373,car,1,0,0,1
754,-4,202,134,400,car,1,0,0,0
755,-2,192,166,466,car,1,0,0,0
756,13,188,121,504,car,1,0,0,1
757,0,0,0,0,none,1,0,0,0
758,0,0,0,0,none,1,0,0,1
759,0,0,0,0,none,1,0,0,1
760,0,0,0,0,none,1,1,0,0
761,0,0,0,0,none,1,0,0,0
762,608,256,632,276,car,1,0,0,0
763,445,257,463,271,car,1,0,0,0
764,407,262,427,276,car,1,0,0,0
765,544,260,602,286,car,0,0,0,0
766,331,258,355,278,car,0,0,0,0
767,438,260,456,272,car,0,0,0,0
768,512,234,568,278,car,0,0,0,0
769,376,239,394,253,car,0,0,0,0
770,423,220,615,314,car,0,0,0,0
771,112,248,172,282,car,0,0,0,0
772,522,207,802,359,car,0,0,1,1
773,614,226,714,340,car,0,0,1,1
774,215,236,231,258,car,0,0,1,1
775,423,230,469,254,car,1,0,0,0
776,6,205,230,373,car,1,0,0,0
777,704,213,800,375,car,1,0,0,0
778,244,232,294,260,car,1,0,0,0
779,488,246,544,276,car,1,0,0,1
780,-2,202,208,474,car,1,0,0,1
781,293,250,339,276,car,1,0,0,1
782,524,255,590,289,car,1,0,0,0
783,685,226,753,302,car,1,0,0,0
784,2,206,348,420,car,1,0,0,0
785,718,236,766,336,car,1,1,0,0
786,634,222,790,406,car,1,0,0,1
787,556,196,808,502,car,1,0,0,1
788,0,0,0,0,none,0,0,1,0
789,0,0,0,0,none,1,0,0,0
790,0,0,0,0,none,1,1,0,0
791,0,0,0,0,none,1,0,0,0
792,0,0,0,0,none,1,0,0,0
793,0,0,0,0,none,1,0,0,0
794,0,0,0,0,none,1,1,0,0
795,0,0,0,0,none,1,0,0,0
796,0,0,0,0,none,1,0,0,0
797,487,260,511,278,car,1,0,0,0
798,0,0,0,0,none,1,0,0,0
799,536,266,612,292,car,0,0,1,0
800,551,218,715,308,car,0,0,1,0
801,634,216,738,300,car,0,0,1,0
802,534,193,806,351,car,0,0,1,0
803,542,190,796,374,car,0,0,1,0
804,518,212,806,388,car,0,0,0,0
805,532,230,798,406,car,1,0,0,0
806,536,229,800,409,car,1,0,0,1
807,558,225,804,413,car,1,0,0,0
808,590,216,792,418,car,1,0,0,1
809,0,0,0,0,none,1,0,0,0
810,670,262,790,412,car,1,0,0,0
811,670,262,790,412,car,1,0,0,0
812,0,0,0,0,none,1,0,0,0
813,0,0,0,0,none,1,0,0,0
814,0,0,0,0,none,1,1,0,0
815,0,0,0,0,none,1,0,0,0
816,0,0,0,0,none,1,0,0,0
817,0,0,0,0,none,1,0,0,0
818,464,246,474,276,person,1,0,0,0
819,508,241,520,273,person,1,0,0,0
820,558,250,570,278,person,1,0,0,1
821,528,244,538,276,person,1,0,0,1
822,558,244,568,280,person,1,0,0,0
823,686,240,706,286,person,1,0,0,0
824,244,260,266,276,car,1,0,0,0
825,0,0,0,0,none,0,1,0,0
826,24,238,48,252,car,0,1,0,0
827,90,232,114,244,car,0,1,0,0
828,736,212,786,238,car,1,1,0,0
829,484,220,638,284,car,1,1,0,0
830,530,236,592,276,car,1,1,0,0
831,357,126,367,160,car,1,1,0,0
832,242,251,346,315,car,1,1,0,0
833,736,252,788,282,car,1,1,0,0
834,532,263,554,275,car,1,1,0,0
835,26,262,70,366,car,1,0,0,1
836,314,273,334,285,car,1,0,0,1
837,257,274,283,288,car,1,0,0,1
838,-6,240,102,386,car,1,0,0,1
839,560,262,616,296,car,1,0,0,1
840,427,241,593,349,car,1,0,0,0
841,30,303,108,323,car,1,0,0,0
842,78,282,140,326,car,1,1,0,0
843,34,276,180,340,car,1,1,0,0
844,526,226,808,398,car,1,1,0,0
845,213,284,295,310,car,1,0,0,0
846,521,278,569,306,car,1,0,0,0
847,1,256,261,404,car,1,0,0,1
848,597,244,789,380,car,1,0,0,1
849,16,278,76,314,car,1,0,0,0
850,0,0,0,0,none,1,1,0,0
851,0,0,0,0,none,1,0,0,0
852,209,281,271,309,car,1,0,0,0
853,24,264,70,400,car,1,0,0,0
854,0,0,0,0,none,1,0,0,0
855,0,0,0,0,none,1,0,0,0
856,0,0,0,0,none,1,0,0,0
857,0,0,0,0,none,1,0,0,1
858,0,0,0,0,none,0,0,0,0
859,184,234,194,260,person,0,0,1,0
860,439,235,493,263,car,0,0,1,0
861,140,219,152,247,car,0,0,1,0
862,412,215,534,301,car,0,0,1,1
863,30,202,60,248,car,0,0,1,1
864,386,210,620,356,car,0,0,0,1
865,500,189,798,439,car,1,0,0,1
866,169,237,193,287,person,1,1,0,0
867,382,237,408,299,person,1,1,0,0
868,160,228,196,304,person,1,1,0,0
869,0,0,0,0,none,1,1,0,0
870,434,195,642,285,truck,1,1,0,0
871,0,0,0,0,none,1,0,0,0
872,0,0,0,0,none,1,0,0,1
873,0,0,0,0,none,0,0,0,1
874,0,0,0,0,none,1,1,0,0
875,0,0,0,0,none,1,1,0,0
876,0,0,0,0,none,1,0,0,0
877,246,257,276,269,car,1,1,0,0
878,143,256,183,272,car,1,0,0,0
879,8,488,170,588,car,1,0,0,0
880,12,256,34,278,car,1,0,0,0
881,0,0,0,0,none,1,0,0,0
882,549,258,571,272,car,1,0,0,0
883,578,260,604,276,car,1,0,0,0
884,0,0,0,0,none,1,0,0,0
885,706,266,776,296,car,1,0,0,0
886,0,0,0,0,none,1,1,0,0
887,0,0,0,0,none,1,0,0,0
888,0,0,0,0,none,1,0,0,1
889,0,0,0,0,none,1,0,0,0
890,0,0,0,0,none,1,0,0,0
891,0,0,0,0,none,1,0,0,0
892,48,503,124,577,bus,1,0,0,0
893,48,506,124,578,car,1,0,0,1
894,0,0,0,0,none,1,1,0,0
895,0,0,0,0,none,1,0,0,0
896,712,258,776,286,car,1,0,0,0
897,0,0,0,0,none,1,0,0,0
898,615,254,645,272,car,0,0,0,0
899,48,505,124,581,car,0,0,0,0
900,0,0,0,0,none,0,0,0,0
901,0,0,0,0,none,0,0,0,1
902,0,0,0,0,none,0,0,0,0
903,742,230,774,242,car,0,0,1,0
904,60,236,86,246,car,0,1,1,0
905,30,220,60,232,car,0,0,1,0
906,328,187,600,401,car,0,0,1,0
907,0,0,0,0,none,0,0,1,0
908,0,0,0,0,none,0,0,1,0
909,688,225,746,243,car,0,0,1,0
910,0,0,0,0,none,0,0,1,0
911,0,0,0,0,none,0,0,1,0
912,0,0,0,0,none,1,0,0,0
913,92,230,478,476,car,1,1,0,0
914,543,245,597,259,car,1,1,0,0
915,106,239,464,467,car,1,1,0,0
916,0,0,0,0,none,1,1,0,0
917,0,0,0,0,none,1,0,0,0
918,0,0,0,0,none,1,0,0,1
919,0,0,0,0,none,1,0,0,0
920,702,244,734,254,car,1,0,0,0
921,50,237,234,303,car,1,0,0,0
922,194,240,362,302,car,1,0,0,0
923,178,240,390,326,car,1,0,0,0
924,7,202,345,384,car,1,0,0,1
925,4,260,154,522,car,1,0,0,1
926,0,0,0,0,none,1,0,0,1
927,744,264,766,276,car,1,0,0,1
928,0,0,0,0,none,1,0,0,1
929,45,276,103,298,car,1,0,0,0
930,525,263,549,277,car,1,0,0,1
931,38,278,100,344,car,1,0,0,0
932,12,246,136,360,car,1,0,0,0
933,0,0,0,0,none,1,0,0,0
934,-6,14,182,332,truck,1,0,0,0
935,0,0,0,0,none,1,0,0,1
936,0,0,0,0,none,1,0,0,1
937,0,0,0,0,none,1,0,0,0
938,550,240,576,254,car,1,0,0,0
939,594,255,618,273,car,1,0,0,0
940,608,256,636,274,car,1,0,0,0
941,628,259,708,285,car,1,0,0,0
942,714,276,774,308,car,1,0,0,1
943,0,0,0,0,none,1,0,0,0
944,0,0,0,0,none,1,1,0,0
945,0,0,0,0,none,1,0,0,0
946,0,0,0,0,none,0,1,1,0
947,0,0,0,0,none,0,1,0,0
948,0,0,0,0,none,1,1,0,0
949,0,0,0,0,none,1,1,0,0
950,0,0,0,0,none,1,1,0,0
951,0,0,0,0,none,1,1,0,0
952,746,262,770,280,car,1,0,0,0
953,0,0,0,0,none,1,0,0,0
954,216,248,238,262,car,1,1,0,0
955,622,258,676,280,car,1,1,0,0
956,658,246,726,270,car,0,0,0,0
957,447,234,467,248,car,0,0,0,0
958,361,241,383,255,car,0,0,0,1
959,592,250,658,276,car,0,0,0,1
960,642,254,728,304,car,0,0,1,0
961,358,238,384,258,car,0,0,1,0
962,488,238,548,262,car,0,0,1,0
963,538,232,618,266,car,0,1,1,0
964,516,198,632,286,car,0,1,1,0
965,477,207,619,303,car,0,0,1,0
966,414,208,576,320,car,0,0,0,0
967,385,210,551,332,car,0,0,0,0
968,372,232,532,350,car,0,0,0,0
969,370,232,528,346,car,0,0,0,0
970,64,250,90,266,car,0,0,0,0
971,374,232,526,350,car,1,0,0,0
972,56,250,82,264,car,1,0,0,0
973,368,238,528,352,car,1,0,0,1
974,32,260,60,274,car,1,0,0,1
975,382,236,536,358,car,1,0,0,1
976,20,256,52,270,car,1,0,0,1
977,437,238,597,362,car,1,0,0,0
978,24,260,62,274,car,1,0,0,0
979,534,244,742,382,car,1,0,0,1
980,50,260,102,278,car,1,0,0,1
981,50,262,112,280,car,1,0,0,1
982,614,236,790,392,car,1,0,0,1
983,177,266,231,282,car,1,1,0,0
984,304,260,338,276,car,1,1,0,0
985,214,260,246,272,car,1,1,0,0
986,0,0,0,0,none,1,0,0,0
987,0,0,0,0,none,1,0,0,1
988,0,0,0,0,none,1,1,0,0
989,0,0,0,0,none,1,0,0,0
990,0,0,0,0,none,1,0,0,0
991,0,0,0,0,none,1,0,0,0
992,692,249,706,277,person,1,0,0,1
993,707,249,727,287,person,1,0,0,0
994,0,0,0,0,none,1,0,0,0
995,0,0,0,0,none,1,0,0,1
996,524,181,558,247,person,1,0,0,0
997,0,0,0,0,none,1,0,0,0
998,195,270,217,278,car,1,0,0,0
999,122,274,146,284,car,1,0,0,1
1000,21,254,65,278,car,1,0,0,0
1001,0,0,0,0,none,1,0,0,0
1002,0,0,0,0,none,1,0,0,0
1003,402,253,424,263,car,1,0,0,0
1004,404,252,426,264,car,1,1,0,0
1005,582,252,614,264,car,1,1,0,0
1006,550,256,586,268,car,0,0,1,0
1007,313,260,341,274,car,0,0,1,0
1008,27,222,197,280,car,0,0,1,1
1009,390,242,430,258,car,0,0,1,0
1010,558,240,588,252,car,0,0,1,0
1011,2,207,134,307,car,0,0,0,0
1012,454,238,620,288,car,1,0,0,0
1013,498,240,570,272,car,1,0,0,0
1014,453,267,547,315,car,0,0,1,0
1015,284,256,306,268,car,0,0,1,0
1016,286,228,604,344,car,0,1,1,0
1017,308,236,342,248,car,0,1,1,0
1018,276,233,298,247,car,0,1,1,0
1019,712,223,782,245,car,0,0,1,0
1020,583,218,751,270,car,0,0,0,0
1021,560,235,648,255,car,1,0,0,0
1022,134,236,158,252,car,1,0,0,0
1023,120,259,142,271,car,1,0,0,0
1024,516,266,544,280,car,1,0,0,0
1025,131,264,153,276,car,1,0,0,0
1026,498,263,528,277,car,1,0,0,0
1027,149,265,171,277,car,1,0,0,0
1028,768,276,786,296,car,1,0,0,0
1029,520,256,546,270,car,1,0,0,0
1030,188,256,210,268,car,1,0,0,0
1031,582,250,602,266,car,1,0,0,0
1032,256,264,276,276,car,1,0,0,0
1033,271,264,293,278,car,1,1,0,0
1034,0,0,0,0,none,1,0,0,0
1035,657,272,731,310,car,1,0,0,0
1036,154,278,186,298,car,1,0,0,0
1037,214,256,228,280,person,1,0,0,0
1038,30,252,102,274,person,1,0,0,0
1039,565,262,649,284,person,1,0,0,0
1040,565,262,621,296,car,1,1,0,0
1041,22,258,90,284,car,1,1,0,0
1042,197,260,211,284,car,1,1,0,0
1043,495,246,571,268,car,1,0,0,0
1044,160,238,186,254,car,1,0,0,0
1045,67,266,89,278,car,1,0,0,0
1046,163,267,237,291,car,1,0,0,0
1047,154,258,222,284,car,1,0,0,0
1048,126,254,142,276,car,1,0,0,1
1049,121,280,173,306,car,1,0,0,1
1050,157,262,225,286,car,1,0,0,0
1051,0,0,0,0,none,1,0,0,0
1052,0,0,0,0,none,0,0,1,0
1053,316,220,460,314,car,0,0,1,0
1054,356,214,512,300,car,0,0,0,0
1055,462,236,536,304,car,1,0,0,0
1056,0,0,0,0,none,0,0,1,0
1057,510,224,650,308,car,0,1,1,0
1058,547,240,607,296,car,0,1,1,0
1059,548,214,694,290,car,0,0,0,0
1060,576,242,664,266,car,1,0,0,0
1061,590,263,660,285,car,1,0,0,0
1062,402,262,434,272,car,1,0,0,0
1063,624,259,692,279,car,1,0,0,0
1064,450,258,486,270,car,1,0,0,0
1065,486,254,520,268,car,1,0,0,0
1066,0,0,0,0,none,1,0,0,0
1067,0,0,0,0,none,1,0,0,0
1068,0,0,0,0,none,1,0,0,0
1069,0,0,0,0,none,1,1,0,0
1070,0,0,0,0,none,1,1,0,0
1071,464,256,496,270,car,1,0,0,0
1072,0,0,0,0,none,1,1,0,0
1073,554,268,628,292,car,1,0,0,0
1074,390,268,444,298,car,1,0,0,0
1075,626,262,652,282,car,1,0,0,0
1076,374,254,510,350,car,0,0,1,0
1077,656,268,730,290,car,0,0,1,0
1078,578,262,596,276,car,0,0,1,0
1079,526,244,594,268,car,0,0,1,0
1080,436,234,454,250,car,0,0,1,0
1081,546,238,598,258,car,1,1,0,0
1082,104,243,408,445,car,1,0,0,0
1083,491,270,515,288,car,1,0,0,0
1084,0,0,0,0,none,1,0,0,0
1085,525,284,537,308,person,1,0,0,0
1086,208,254,232,272,person,1,0,0,0
1087,392,264,414,278,car,1,0,0,0
1088,430,264,450,278,car,1,0,0,0
1089,461,262,481,276,car,1,0,0,0
1090,706,248,718,282,person,1,0,0,0
1091,474,260,496,274,person,1,0,0,0
1092,372,259,394,275,car,1,0,0,0
1093,656,246,672,282,person,1,1,0,0
1094,414,256,434,270,person,1,0,0,0
1095,776,248,786,274,person,1,0,0,0
1096,438,261,458,273,car,0,1,1,0
1097,0,0,0,0,none,0,0,1,0
1098,287,226,309,244,car,0,0,0,0
1099,0,0,0,0,none,1,1,0,0
1100,0,0,0,0,none,1,1,0,0
1101,0,0,0,0,none,1,0,0,0
1102,0,0,0,0,none,1,1,0,0
1103,0,0,0,0,none,1,0,0,0
1104,0,0,0,0,none,1,0,0,0
1105,0,0,0,0,none,1,0,0,0
1106,0,0,0,0,none,1,1,0,0
1107,0,0,0,0,none,1,1,0,0
1108,0,0,0,0,none,1,0,0,0
1109,0,0,0,0,none,1,0,0,0
1110,0,0,0,0,none,1,0,0,0
1111,0,0,0,0,none,1,0,0,0
1112,0,0,0,0,none,1,0,0,0
1113,0,0,0,0,none,1,0,0,0
1114,459,250,477,266,car,1,0,0,0
1115,339,250,359,264,car,1,0,0,0
1116,397,257,419,273,car,1,0,0,0
1117,533,261,555,277,car,1,0,0,1
1118,560,264,586,282,car,0,1,1,0
1119,56,237,96,265,person,0,0,1,0
1120,448,244,506,270,person,0,0,1,0
1121,345,214,495,318,car,0,0,1,1
1122,630,237,704,261,car,0,0,1,1
1123,282,217,570,393,car,0,0,1,0
1124,642,238,728,264,car,0,0,1,0
1125,361,213,793,475,car,0,0,1,0
1126,399,214,801,496,car,0,0,0,0
1127,276,230,296,242,car,0,0,0,0
1128,0,0,0,0,none,0,0,0,0
1129,422,214,790,504,car,0,0,0,0
1130,0,0,0,0,none,0,0,0,0
1131,0,0,0,0,none,0,0,1,0
1132,418,212,796,502,car,0,0,1,1
1133,422,218,782,484,car,0,0,0,1
1134,323,242,681,474,car,1,0,0,1
1135,312,241,638,473,car,1,1,0,0
1136,49,262,99,280,car,0,1,0,0
1137,302,238,636,474,car,0,1,0,0
1138,254,236,628,478,parking meter,1,1,0,0
1139,265,250,307,268,parking meter,1,1,0,0
1140,251,218,587,488,car,1,1,0,0
1141,90,248,164,266,car,1,1,0,0
1142,90,246,174,266,car,1,1,0,0
1143,494,232,652,292,car,1,1,0,0
1144,160,236,530,520,car,1,1,0,0
1145,712,252,742,262,car,1,1,0,0
1146,-6,240,418,560,car,1,1,0,0
1147,610,256,652,276,car,1,0,0,1
1148,316,252,342,264,car,1,0,0,1
1149,524,253,548,273,car,1,0,0,1
1150,708,272,720,304,person,1,0,0,1
1151,0,0,0,0,none,1,1,0,0
1152,0,0,0,0,none,1,0,0,0
1153,521,148,797,340,bus,1,0,0,0
1154,242,234,264,250,car,1,0,0,0
1155,634,84,796,308,car,1,0,0,0
1156,594,122,804,328,truck,1,0,0,0
1157,522,256,546,272,truck,1,0,0,0
1158,534,106,780,326,truck,1,1,0,0
1159,356,250,422,286,truck,1,1,0,0
1160,313,239,491,297,truck,1,1,0,0
1161,208,248,296,296,car,1,1,0,0
1162,14,270,88,308,car,1,0,0,0
1163,183,206,367,300,car,1,0,0,0
1164,435,262,457,276,car,1,0,0,0
1165,0,0,0,0,none,0,1,0,0
1166,190,260,216,276,car,0,1,1,0
1167,0,0,0,0,none,0,0,0,1
1168,0,0,0,0,none,1,0,0,0
1169,0,0,0,0,none,1,0,0,0
1170,0,0,0,0,none,1,0,0,0
1171,0,0,0,0,none,1,0,0,0
1172,0,0,0,0,none,1,0,0,0
1173,2,114,174,330,bus,1,0,0,0
1174,32,151,222,345,bus,1,0,0,0
1175,96,155,306,333,bus,1,0,0,0
1176,81,160,301,336,bus,1,0,0,0
1177,57,154,291,344,truck,1,0,0,0
1178,26,138,278,358,truck,1,0,0,0
1179,6,121,266,373,truck,1,0,0,0
1180,-2,80,312,362,truck,1,0,0,0
1181,24,77,360,371,truck,1,1,0,0
1182,474,254,492,266,car,1,0,0,0
1183,4,-25,292,449,truck,1,0,0,0
1184,704,254,736,266,car,1,0,0,0
1185,0,0,0,0,none,1,1,0,0
1186,474,252,492,264,car,1,0,0,0
1187,376,253,396,267,car,1,0,0,0
1188,317,260,339,272,car,1,0,0,1
1189,146,258,168,272,car,1,0,0,1
1190,133,254,157,276,car,1,0,0,1
1191,350,254,372,266,car,1,0,0,0
1192,148,250,172,268,car,1,0,0,0
1193,416,258,438,272,car,1,0,0,0
1194,186,260,232,284,car,1,0,0,0
1195,68,244,128,290,car,1,0,0,1
1196,392,254,416,272,car,1,0,0,1
1197,285,256,309,270,car,1,0,0,1
1198,381,269,407,287,car,1,0,0,0
1199,250,264,272,278,car,0,0,0,0
1200,460,268,514,290,car,0,0,0,0
1201,470,264,540,292,car,0,1,1,0
1202,184,260,210,276,car,0,1,1,0
1203,418,192,576,274,car,0,0,1,0
1204,324,210,500,324,car,1,0,0,0
1205,638,216,660,256,car,1,0,0,0
1206,199,228,397,366,car,1,0,0,1
1207,698,232,726,286,car,1,0,0,1
1208,56,228,288,404,car,1,0,0,0
1209,4,204,330,408,car,1,1,0,0
1210,0,211,350,493,car,1,0,0,0
1211,0,0,0,0,none,1,0,0,1
1212,0,0,0,0,none,1,0,0,0
1213,0,0,0,0,none,1,0,0,0
1214,0,0,0,0,none,1,1,0,0
1215,0,0,0,0,none,1,0,0,0
1216,0,0,0,0,none,1,0,0,0
1217,0,0,0,0,none,1,0,0,0
1218,0,0,0,0,none,1,0,0,0
1219,450,264,476,278,car,1,0,0,0
1220,679,244,689,274,person,0,0,1,0
1221,406,272,434,288,person,0,0,1,0
1222,394,236,450,262,car,0,0,0,0
1223,353,207,497,297,car,0,0,1,1
1224,366,214,586,356,car,0,0,1,1
1225,0,0,0,0,none,0,0,1,1
1226,0,0,0,0,none,0,0,0,1
1227,0,0,0,0,none,1,0,0,1
1228,479,208,803,512,car,1,0,0,1
1229,632,200,798,512,car,1,0,0,0
1230,0,0,0,0,none,1,1,0,0
1231,0,0,0,0,none,1,0,0,0
1232,0,0,0,0,none,1,1,0,0
1233,0,0,0,0,none,1,0,0,0
1234,0,0,0,0,none,1,0,0,0
1235,0,0,0,0,none,1,0,0,0
1236,683,46,697,74,traffic light,1,1,0,0
1237,500,44,510,70,traffic light,1,0,0,0
1238,616,12,628,36,traffic light,1,0,0,0
1239,316,251,332,271,car,1,0,0,0
1240,188,272,276,298,car,1,1,0,0
1241,64,275,148,303,car,1,1,0,0
1242,22,256,170,316,car,1,0,0,0
1243,286,254,308,270,car,1,0,0,0
1244,54,218,216,302,car,1,0,0,0
1245,0,0,0,0,none,1,0,0,1
1246,20,254,92,282,car,1,1,0,0
1247,12,244,58,290,car,1,0,0,0
1248,68,257,126,279,car,1,0,0,0
1249,0,0,0,0,none,1,0,0,0
1250,0,0,0,0,none,1,1,0,0
1251,0,0,0,0,none,1,0,0,0
1252,0,0,0,0,none,1,0,0,1
1253,0,0,0,0,none,1,0,0,1
1254,0,0,0,0,none,1,1,0,0
1255,0,0,0,0,none,1,0,0,0
1256,-2,252,130,334,car,1,1,0,0
1257,36,270,98,316,car,1,0,0,0
1258,0,0,0,0,none,1,0,0,0
1259,0,0,0,0,none,1,0,0,0
1260,0,0,0,0,none,1,0,0,0
1261,0,0,0,0,none,1,0,0,0
1262,0,0,0,0,none,1,0,0,0
1263,0,0,0,0,none,1,0,0,0
1264,0,0,0,0,none,1,0,0,0
1265,12,253,166,347,car,1,0,0,0
1266,0,0,0,0,none,1,0,0,0
1267,0,0,0,0,none,1,0,0,0
1268,0,0,0,0,none,1,0,0,0
1269,7,234,19,260,car,1,0,0,0
1270,0,0,0,0,none,1,0,0,1
1271,0,0,0,0,none,1,1,0,0
1272,36,258,48,288,person,1,0,0,0
1273,280,251,300,267,car,1,0,0,0
1274,0,0,0,0,none,1,0,0,0
1275,38,234,114,314,car,1,1,0,0
1276,0,0,0,0,none,1,0,0,0
1277,408,201,468,275,truck,0,0,0,1
1278,310,254,328,270,car,0,1,1,0
1279,376,224,396,244,car,0,0,1,0
1280,322,236,366,262,car,0,0,1,0
1281,196,250,260,282,car,0,0,1,0
1282,74,219,206,303,car,0,0,0,0
1283,142,237,202,297,car,1,0,0,0
1284,106,219,244,311,car,1,0,0,0
1285,354,232,414,268,car,1,0,0,0
1286,322,201,438,297,car,1,0,0,0
1287,206,252,344,350,car,1,0,0,0
1288,469,262,533,300,car,1,0,0,0
1289,160,242,348,364,car,0,0,1,0
1290,440,259,456,281,car,0,0,1,0
1291,481,262,549,298,car,0,0,1,0
1292,60,208,354,370,car,0,1,1,0
1293,466,190,578,302,car,0,1,1,0
1294,434,229,454,249,car,0,1,1,0
1295,502,210,552,282,car,0,1,1,0
1296,462,187,576,283,car,1,0,0,0
1297,6,200,332,404,car,1,0,0,0
1298,433,212,453,232,car,1,0,0,0
1299,8,208,204,420,car,1,0,0,1
1300,378,240,434,278,car,1,0,0,1
1301,316,235,338,253,car,1,0,0,1
1302,320,241,376,277,car,1,1,0,0
1303,8,182,134,432,car,1,1,0,0
1304,6,208,262,416,car,1,0,0,0
1305,424,256,478,288,car,1,0,0,0
1306,338,266,390,296,car,1,0,0,1
1307,295,264,341,296,car,1,0,0,0
1308,361,234,413,266,car,1,0,0,1
1309,0,0,0,0,none,0,0,0,0
1310,480,195,616,299,car,0,1,1,0
1311,366,226,386,240,car,0,1,1,0
1312,215,172,391,318,car,0,0,1,0
1313,198,213,216,229,car,0,0,1,0
1314,0,0,0,0,none,0,0,1,1
1315,0,0,0,0,none,0,0,1,1
1316,0,0,0,0,none,0,0,1,1
1317,-3,158,107,352,car,0,0,1,0
1318,26,196,72,326,car,0,0,1,0
1319,-2,178,140,344,car,0,1,1,0
1320,6,182,158,328,car,0,1,1,0
1321,42,191,218,325,car,0,1,1,0
1322,147,198,283,302,car,0,1,1,0
1323,98,214,126,232,car,0,1,1,0
1324,2,227,162,305,car,0,1,1,0
1325,268,199,394,289,car,0,1,1,0
1326,304,220,360,276,car,0,1,1,0
1327,53,226,275,308,car,0,0,1,0
1328,378,192,508,276,car,0,0,1,0
1329,423,208,479,264,car,0,0,1,0
1330,283,214,309,232,car,0,0,1,0
1331,29,216,53,232,car,0,0,1,0
1332,151,225,359,303,car,1,0,0,0
1333,488,210,544,260,car,1,0,0,0
1334,168,252,354,328,car,1,0,0,0
1335,378,252,400,266,car,1,0,0,0
1336,512,254,562,282,car,1,0,0,0
1337,174,248,344,320,car,0,0,0,0
1338,514,255,566,283,car,0,0,0,0
1339,170,238,356,304,car,0,0,0,0
1340,379,230,403,244,car,0,0,0,0
1341,166,230,356,306,car,0,0,0,0
1342,378,230,400,244,car,0,0,0,0
1343,514,232,564,258,car,0,0,0,0
1344,475,232,499,252,car,0,0,0,0
1345,519,231,565,257,car,0,0,0,0
1346,476,232,500,252,car,0,0,0,0
1347,519,232,569,256,car,0,0,0,0
1348,0,0,0,0,none,0,0,0,0
1349,0,0,0,0,none,0,0,0,0
1350,0,0,0,0,none,0,0,0,0
1351,0,0,0,0,none,0,0,0,0
1352,0,0,0,0,none,0,0,0,0
1353,0,0,0,0,none,0,0,0,0
1354,0,0,0,0,none,0,0,0,0
1355,0,0,0,0,none,0,0,0,1
